,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,DON’T BLAME ME,TAYLOR SWIFT,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413,0
1,DIE FOR YOU,THE WEEKND,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,0
2,STARBOY,THE WEEKND,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,1
3,APOCALYPSE,CIGARETTES AFTER SEX,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,290147,0
4,DIE FOR YOU,THE WEEKND,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,0
5,NEEDED ME,RIHANNA,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,1
6,DELICATE,TAYLOR SWIFT,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,0
7,STARGIRL INTERLUDE,THE WEEKND,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,111627,0
8,LOVE ON THE BRAIN,RIHANNA,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,1
9,GETAWAY CAR,TAYLOR SWIFT,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,0
10,DANDELIONS,RUTH B.,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,0
11,PASSIONFRUIT,DRAKE,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,1
12,REMINDER,THE WEEKND,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,218880,0
13,BROKEN CLOCKS,SZA,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,0
14,ONE DANCE,DRAKE,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,1
15,THAT'S WHAT I LIKE,BRUNO MARS,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,1
16,SUNSETZ,CIGARETTES AFTER SEX,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,214680,0
17,...READY FOR IT?,TAYLOR SWIFT,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,1
18,PARTY MONSTER,THE WEEKND,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,249213,0
19,YOUNG DUMB & BROKE,KHALID,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,1
20,K.,CIGARETTES AFTER SEX,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,319560,0
21,LOOK WHAT YOU MADE ME DO,TAYLOR SWIFT,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,1
22,TEENAGE FEVER,DRAKE,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,0
23,SAY YOU WON'T LET GO,JAMES ARTHUR,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,1
24,BELIEVER,IMAGINE DRAGONS,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,1
25,OPHELIA,THE LUMINEERS,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,0
26,PERFECT,ED SHEERAN,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,1
27,CONGRATULATIONS,POST MALONE,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,1
28,UNSTOPPABLE,SIA,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,0
29,LET YOU DOWN,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,1
30,THUNDER,IMAGINE DRAGONS,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,1
31,LOVE GALORE,SZA,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,0
32,I FALL APART,POST MALONE,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,0
33,THERE'S NOTHING HOLDIN' ME BACK,SHAWN MENDES,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,1
34,CLOSER,THE CHAINSMOKERS,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,1
35,LOCATION,KHALID,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,1
36,BORED,BILLIE EILISH,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,0
37,GORGEOUS,TAYLOR SWIFT,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,0
38,I DID SOMETHING BAD,TAYLOR SWIFT,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,0
39,8TEEN,KHALID,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,0
40,SIGN OF THE TIMES,HARRY STYLES,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,1
41,SHAPE OF YOU,ED SHEERAN,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,1
42,STARGIRL INTERLUDE,THE WEEKND,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,111640,0
43,"CAN'T STOP THE FEELING! (FROM DREAMWORKS ANIMATION'S ""TROLLS"")",JUSTIN TIMBERLAKE,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,0
44,TREAT YOU BETTER,SHAWN MENDES,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,1
45,IDONTWANNABEYOUANYMORE,BILLIE EILISH,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,0
46,SOMETHING JUST LIKE THIS,THE CHAINSMOKERS,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,1
47,THE WEEKEND,SZA,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,272187,0
48,HOUSE OF MEMORIES,PANIC! AT THE DISCO,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,208707,0
49,WORK,RIHANNA,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,1
50,WOO,RIHANNA,0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,235587,0
51,ATLANTIS,SEAFRET,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,229173,0
52,TOO GOOD AT GOODBYES,SAM SMITH,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,1
53,BEGGIN',MÅNESKIN,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,0
54,GOODIE BAG,STILL WOOZY,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,0
55,GO FLEX,POST MALONE,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,179613,0
56,WHITE IVERSON,POST MALONE,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,1
57,THIS IS WHAT YOU CAME FOR,CALVIN HARRIS,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,1
58,CAKE BY THE OCEAN,DNCE,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,1
59,24K MAGIC,BRUNO MARS,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,1
60,UNFORGETTABLE,FRENCH MONTANA,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,1
61,I FEEL IT COMING,THE WEEKND,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,1
62,MOTION SICKNESS,PHOEBE BRIDGERS,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,229760,0
63,SILENCE,MARSHMELLO,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,1
64,SWEET,CIGARETTES AFTER SEX,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,291640,0
65,DRESS,TAYLOR SWIFT,0.719,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.169,0.0851,120.085,230373,0
66,INTO YOU,ARIANA GRANDE,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,1
67,NORMAL GIRL,SZA,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,0
68,FEEL NO WAYS,DRAKE,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818,240653,0
69,CALL IT WHAT YOU WANT,TAYLOR SWIFT,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,0
70,THIS TOWN,NIALL HORAN,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,1
71,WATCH,BILLIE EILISH,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,177523,0
72,DREW BARRYMORE,SZA,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,0
73,BAD AT LOVE,HALSEY,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,1
74,MERCY,SHAWN MENDES,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,1
75,7 YEARS,LUKAS GRAHAM,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,1
76,END GAME,TAYLOR SWIFT,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,244827,1
77,WHATEVER IT TAKES,IMAGINE DRAGONS,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,0
78,LIE,NF,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,0
79,FLAMING HOT CHEETOS,CLAIRO,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,123884,0
80,HEATHENS,TWENTY ONE PILOTS,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,1
81,MR LOVERMAN,RICKY MONTGOMERY,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,216880,0
82,KING OF MY HEART,TAYLOR SWIFT,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320,0
83,CLEOPATRA,THE LUMINEERS,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413,0
84,DO NOT DISTURB,DRAKE,0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,0
85,I TOOK A PILL IN IBIZA - SEEB REMIX,MIKE POSNER,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,0
86,SORRY NOT SORRY,DEMI LOVATO,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931,203760,1
87,LOVER IS A DAY,CUCO,0.404,0.647,3,-10.452,1,0.0409,0.0434,0.198,0.1,0.351,180.128,456000,0
88,OCEAN EYES,BILLIE EILISH,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,0
89,MEANT TO BE,BEBE REXHA,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,1
90,WHAT ONCE WAS,HER'S,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,255067,0
91,I DON’T WANNA LIVE FOREVER (FIFTY SHADES DARKER),ZAYN,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,0
92,SUPERMODEL,SZA,0.613,0.442,6,-8.874,1,0.288,0.651,0.0,0.26,0.252,119.737,181120,0
93,FIGHT SONG,RACHEL PLATTEN,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,0
94,WE DON'T TALK ANYMORE,CHARLIE PUTH,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,1
95,HOLD ON,CHORD OVERSTREET,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,198853,0
96,LO QUE SIENTO,CUCO,0.327,0.684,10,-5.576,1,0.177,0.506,0.0,0.427,0.425,86.89,312000,0
97,CASTLE ON THE HILL,ED SHEERAN,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,1
98,CAROLINE,AMINÉ,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,209640,0
99,DANCING WITH OUR HANDS TIED,TAYLOR SWIFT,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507,0
100,KISS IT BETTER,RIHANNA,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,1
101,NEW RULES,DUA LIPA,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,1
102,LET ME LOVE YOU,DJ SNAKE,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,1
103,BODY LIKE A BACK ROAD,SAM HUNT,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,1
104,BELLYACHE,BILLIE EILISH,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,0
105,IF YOU WANT LOVE,NF,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,199387,0
106,BEST FRIEND,REX ORANGE COUNTY,0.576,0.714,6,-5.247,1,0.0595,0.395,0.0,0.115,0.321,144.981,262231,0
107,SLOW HANDS,NIALL HORAN,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,188174,1
108,OCEAN EYES,BILLIE EILISH,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,200560,0
109,IN THE NAME OF LOVE,MARTIN GARRIX,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,1
110,TRAIN WRECK,JAMES ARTHUR,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,208827,0
111,WILD THOUGHTS,DJ KHALED,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,204664,1
112,DON'T LET ME DOWN,THE CHAINSMOKERS,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,1
113,BEIGE,YOKE LORE,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209,0
114,THIS IS WHY WE CAN'T HAVE NICE THINGS,TAYLOR SWIFT,0.567,0.789,5,-5.986,1,0.115,0.0156,0.0,0.382,0.438,163.96,207133,0
115,CONSIDERATION,RIHANNA,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161067,0
116,NO,MEGHAN TRAINOR,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,1
117,LET ME GO,HAILEE STEINFELD,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,1
118,GARDEN (SAY IT LIKE DAT),SZA,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,0
119,WALLS COULD TALK,HALSEY,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,101790,0
120,LINE WITHOUT A HOOK,RICKY MONTGOMERY,0.432,0.652,8,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,249587,0
121,BODY,LOUD LUXURY,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,0
122,WOLVES,SELENA GOMEZ,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,0
123,HOSTAGE,BILLIE EILISH,0.427,0.123,9,-15.228,0,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,229426,0
124,MALIBU,MILEY CYRUS,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,1
125,PILLOWTALK,ZAYN,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,1
126,SEX WITH ME,RIHANNA,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0948,0.39,112.049,206400,0
127,1-800-273-8255,LOGIC,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,1
128,SLEEP ON THE FLOOR,THE LUMINEERS,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,211851,0
129,REAL LOVE BABY,FATHER JOHN MISTY,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,189293,0
130,IT AIN’T ME,KYGO,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,0
131,PLAIN JANE,A$AP FERG,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,0
132,HARD TIMES,PARAMORE,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,0
133,GALWAY GIRL,ED SHEERAN,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,0
134,SIDE TO SIDE,ARIANA GRANDE,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,1
135,SOMEBODY ELSE,THE 1975,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,0
136,DANGEROUS WOMAN,ARIANA GRANDE,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,1
137,SLIDE,CALVIN HARRIS,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,1
138,STAY,ZEDD,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,1
139,DO RE MI,BLACKBEAR,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027,1
140,SUNFLOWER,REX ORANGE COUNTY,0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,0
141,CHEAP THRILLS,SIA,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,1
142,THE WEEKEND - FUNK WAV REMIX,SZA,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,0
143,ISSUES,JULIA MICHAELS,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,1
144,TOO GOOD,DRAKE,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,1
145,IDGAF,DUA LIPA,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,0
146,HAPPIER,ED SHEERAN,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,0
147,IMITADORA,ROMEO SANTOS,0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997,234829,0
148,DESPERADO,RIHANNA,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,186467,0
149,SIDEWALKS,THE WEEKND,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,231360,0
150,FINESSE - REMIX; FEAT. CARDI B,BRUNO MARS,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,0
151,"SIT STILL, LOOK PRETTY",DAYA,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,207761,1
152,ISPY,KYLE,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,1
153,KIWI,HARRY STYLES,0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124,176387,1
154,DOVES IN THE WIND,SZA,0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,266080,0
155,SUMMERS OVER INTERLUDE,DRAKE,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333,0
156,BLUE AIN'T YOUR COLOR,KEITH URBAN,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,0
157,INFINITY,JAYMES YOUNG,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,0
158,LOVING IS EASY,REX ORANGE COUNTY,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,155720,0
159,SLIDE,CALVIN HARRIS,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,1
160,MAY WE ALL,FLORIDA GEORGIA LINE,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,0
161,PRAYING,KESHA,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,230267,1
162,STARVING,HAILEE STEINFELD,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,1
163,LUSH LIFE,ZARA LARSSON,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,1
164,SO IT GOES...,TAYLOR SWIFT,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907,0
165,THE OTHER SIDE OF PARADISE,GLASS ANIMALS,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,320654,0
166,GLORIOUS,MACKLEMORE,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,1
167,COASTER,KHALID,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,0
168,NUMBERS,TEMPOREX,0.423,0.332,6,-10.761,1,0.0288,0.474,0.0,0.0993,0.5,93.958,127973,0
169,TELEVISION / SO FAR SO GOOD,REX ORANGE COUNTY,0.403,0.505,5,-7.75,1,0.0463,0.592,0.0,0.121,0.32,164.902,262600,0
170,HIM & I,G-EAZY,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,1
171,ME TOO,MEGHAN TRAINOR,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,1
172,FEELS,CALVIN HARRIS,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,1
173,HIGH ENOUGH,K.FLAY,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,231600,0
174,LIABILITY,LORDE,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728,0
175,MILLION REASONS,LADY GAGA,0.666,0.423,0,-8.012,1,0.043,0.494,0.0,0.106,0.154,129.89,205280,1
176,MY BOY,BILLIE EILISH,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,0
177,FORMATION,BEYONCÉ,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,206080,0
