,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,TIME MOVES SLOW,BADBADNOTGOOD,0.591,0.376,11,-10.832,0,0.0543,0.478,0.0282,0.101,0.308,140.026,273864,0
1,IN YOUR EYES,BADBADNOTGOOD,0.488,0.528,0,-5.952,0,0.0298,0.457,0.000792,0.108,0.438,79.765,247055,0
2,CAUGHT UP IN THE RAPTURE,ANITA BAKER,0.593,0.506,2,-9.708,1,0.0263,0.412,3.99e-06,0.048,0.378,91.273,250267,0
3,CARRY ON,NORAH JONES,0.547,0.216,10,-14.908,1,0.0343,0.924,0.214,0.109,0.358,79.941,168107,0
4,SOMEDAY,MICHAEL BUBLÉ,0.671,0.539,7,-6.08,1,0.0392,0.18,0.0,0.0748,0.934,94.98,203453,0
5,UNCHAINED MELODY,NORAH JONES,0.508,0.245,2,-13.403,1,0.0323,0.889,0.741,0.144,0.197,66.942,170160,0
6,ANGEL,ANITA BAKER,0.625,0.373,9,-12.718,0,0.0315,0.705,4.95e-05,0.0699,0.486,81.034,300707,0
7,NOCTURNE IN TOKYO,REMO ANZOVINO,0.374,0.113,7,-20.557,0,0.0529,0.992,0.917,0.106,0.0419,95.007,221680,0
8,GROWN MAN SPORT,PETE ROCK,0.802,0.757,7,-8.01,1,0.316,0.476,1.28e-05,0.163,0.605,88.031,276373,0
9,NO ONE IN THE WORLD,ANITA BAKER,0.595,0.557,10,-8.305,1,0.0253,0.543,0.0,0.176,0.415,90.177,246907,0
10,ANCHIN KFU AYINKASH,HAILU MERGIA,0.471,0.551,5,-10.484,0,0.0291,0.04,0.147,0.345,0.692,104.791,324880,0
11,PS GFY,GRIZ,0.721,0.782,11,-7.212,0,0.0383,0.00209,6.74e-05,0.144,0.466,100.999,254747,0
12,LOST IN THE MOMENT,DARIUS,0.64,0.669,9,-5.939,1,0.036,0.0922,0.541,0.0633,0.198,115.003,264013,0
13,MORNING SUNRISE,WELDON IRVINE,0.482,0.557,9,-7.645,0,0.0487,0.132,0.731,0.201,0.54,135.367,199320,0
14,RAINBOWS & WATERFALLS,PRETTY LIGHTS,0.629,0.834,2,-6.059,0,0.0667,0.209,0.000884,0.219,0.417,93.983,254681,0
15,ONLY YESTERDAY,PRETTY LIGHTS,0.535,0.505,7,-8.357,1,0.0269,0.134,1.95e-05,0.63,0.526,90.057,375427,0
16,DULCE,FLOFILZ,0.84,0.425,9,-9.404,0,0.0872,0.262,0.921,0.116,0.538,92.97,131559,0
17,KNOW THE NAME,LEROYCE,0.746,0.69,8,-10.006,1,0.0619,0.00503,0.0,0.165,0.209,122.663,157858,0
18,BLACK BETTY,CARAVAN PALACE,0.832,0.948,4,-3.979,0,0.0502,0.192,0.000117,0.0806,0.864,121.973,189957,0
19,HOLDING ON,GREGORY PORTER,0.503,0.33,8,-8.651,1,0.0862,0.135,3.21e-05,0.0731,0.124,195.914,254893,0
20,WE THE PEOPLE....,A TRIBE CALLED QUEST,0.71,0.805,1,-5.471,1,0.0637,0.00909,0.0,0.141,0.897,92.601,172013,0
21,I APOLOGIZE - SINGLE VERSION,ANITA BAKER,0.581,0.509,11,-10.9,1,0.0528,0.488,0.0,0.0703,0.363,77.255,256200,0
22,LOW AND SLOW,BONEY JAMES,0.719,0.518,10,-10.605,0,0.038,0.787,0.828,0.108,0.871,76.008,248627,0
23,I WISH,TOM MISCH,0.787,0.329,6,-11.869,0,0.0447,0.186,0.00607,0.133,0.404,86.997,228862,0
24,SUNNY NIGHTS,LEROYCE,0.813,0.403,7,-11.101,1,0.344,0.0315,0.0,0.11,0.66,111.904,240980,0
25,WHATEVER IT TAKES,ANITA BAKER,0.712,0.416,11,-11.688,1,0.0295,0.474,4.14e-05,0.0519,0.407,132.111,335400,0
26,LET'S DO IT (LET'S FALL IN LOVE),ELLA FITZGERALD,0.357,0.247,5,-11.376,1,0.0296,0.661,0.0,0.0904,0.385,79.075,215520,0
27,KERALA,BONOBO,0.529,0.739,7,-9.578,0,0.0718,0.0237,0.607,0.171,0.138,124.75,237547,0
28,EVERY PIECE MATTERS,PLINI,0.673,0.644,1,-8.158,1,0.0275,0.0872,0.661,0.25,0.604,109.999,220213,0
29,NAYHOO,CHON,0.814,0.572,4,-7.09,1,0.0788,0.554,0.0,0.102,0.63,125.014,171072,0
30,"LOVE, PASSION AND JOY",EUGE GROOVE,0.627,0.761,5,-5.497,1,0.0318,0.333,0.779,0.114,0.401,158.111,371773,0
