,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,HIT THE ROAD JACK,RAY CHARLES,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,0
1,HIT THE ROAD JACK,RAY CHARLES,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,0
2,GEORGIA ON MY MIND,RAY CHARLES,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,219560,0
3,GRIZTRONICS II (ANOTHER LEVEL),GRIZ,0.579,0.978,0,0.352,1,0.211,0.0205,0.00829,0.326,0.58,145.054,165517,0
4,IT'S ALL RIGHT,JON BATISTE,0.552,0.45,7,-9.768,1,0.0522,0.585,3.22e-05,0.316,0.614,105.108,170187,0
5,WATER,MICHIEL BORSTLAP,0.316,0.0617,5,-28.556,0,0.0496,0.995,0.93,0.116,0.19,70.132,152069,0
6,IKIGAI,ROBOHANDS,0.671,0.452,7,-13.279,1,0.0303,0.414,0.458,0.133,0.394,91.962,136013,0
7,QUIET STORM,SHIERRO,0.613,0.526,7,-9.243,0,0.031,0.669,0.933,0.168,0.108,154.082,124675,0
8,L-O-V-E - 2000 REMASTER,NAT KING COLE,0.451,0.187,11,-14.762,0,0.0928,0.694,0.0,0.0792,0.728,157.47,153467,0
9,VIBE CHECK,GRIZ,0.736,0.945,0,-0.751,1,0.145,0.0176,0.00486,0.315,0.391,149.901,169600,0
10,STRANGE,KRIS BOWERS,0.251,0.15,2,-15.076,1,0.0342,0.989,0.972,0.113,0.0727,70.453,198640,0
11,CRUST,FLYING LOTUS,0.676,0.408,9,-7.937,1,0.0811,0.576,0.867,0.201,0.226,106.515,133520,0
12,LEAVES,ROBOHANDS,0.387,0.444,6,-14.301,0,0.0447,0.245,0.903,0.109,0.177,83.592,194400,0
13,THE BEAUTY OF EVERYDAY THINGS,HARA NODA,0.643,0.28,10,-13.774,1,0.0332,0.965,0.867,0.107,0.0865,108.046,203097,0
14,MISTY - REMASTERED 2020,ERROLL GARNER,0.327,0.145,5,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,167122,0
15,AND1,ATHLETIC PROGRESSION,0.52,0.637,6,-10.966,1,0.0464,0.897,0.946,0.119,0.617,77.951,94671,0
16,VIBE CHECK,GRIZ,0.736,0.945,0,-0.751,1,0.145,0.0176,0.00486,0.315,0.391,149.901,169600,0
