,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,ONE DAY THEY'LL KNOW (ODESZA REMIX),PRETTY LIGHTS,0.465,0.714,11,-6.611,0,0.0317,0.00591,0.624,0.16,0.294,140.026,260571,0
1,THE WAY YOU LOOK TONIGHT,TONY BENNETT,0.421,0.0533,0,-22.052,1,0.0405,0.946,0.000437,0.131,0.111,111.996,203307,0
2,CIRRUS,BONOBO,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,352247,0
3,SOMETHING STUPID,MICHAEL BUBLÉ,0.573,0.719,5,-5.502,1,0.026,0.572,0.000555,0.332,0.548,99.349,177627,0
4,BOOTY SWING,PAROV STELAR,0.85,0.669,0,-5.46,1,0.047,0.26,0.274,0.103,0.914,112.966,197507,0
5,MAMBO ITALIANO,DEAN MARTIN,0.678,0.409,1,-9.654,0,0.208,0.809,0.0,0.103,0.695,152.865,139680,0
6,C'EST SI BON - 2012,EMILIE-CLAIRE BARLOW,0.653,0.2,8,-10.744,1,0.044,0.906,0.00276,0.192,0.319,127.609,196780,0
7,IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,MICHAEL BUBLÉ,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,206640,0
8,IF I COULD FLY,VINCENT INGALA,0.736,0.577,2,-6.61,1,0.0331,0.226,0.769,0.0457,0.239,98.011,256853,1
9,EVERYBODY LOVES SOMEBODY,DEAN MARTIN,0.26,0.49,3,-9.121,0,0.0415,0.806,0.0,0.336,0.399,80.599,161640,0
10,LATELY,ANITA BAKER,0.495,0.544,5,-9.532,0,0.0273,0.412,0.0,0.0954,0.268,88.036,242025,1
11,TO LOVE SOMEBODY,MICHAEL BUBLÉ,0.525,0.555,6,-6.415,1,0.0273,0.402,0.0,0.143,0.593,90.554,195360,0
12,O TANNENBAUM,VINCE GUARALDI TRIO,0.583,0.191,5,-15.938,1,0.0404,0.908,0.00824,0.126,0.342,123.303,309387,0
13,LA VIE EN ROSE,GYPSY JAZZ CARAVAN,0.589,0.226,5,-15.917,1,0.0579,0.564,0.258,0.0829,0.632,134.08,228493,0
14,CAN'T STOP NOW,VINCENT INGALA,0.782,0.683,8,-7.53,1,0.0271,0.153,0.905,0.0588,0.928,115.913,255160,1
15,WHISPER,MARION MEADOWS,0.651,0.688,0,-7.344,0,0.0286,0.803,0.209,0.327,0.392,90.953,256295,1
16,LOOKING LIKE THIS,LYRE LE TEMPS,0.74,0.762,5,-5.172,0,0.158,0.0657,0.0,0.182,0.829,115.085,214113,0
17,IN THE CITY,BRIAN CULBERTSON,0.697,0.498,11,-10.846,0,0.0337,0.29,0.926,0.0636,0.723,151.964,322307,0
18,MODERN MAN INTERMISSION,CHILL BUMP,0.414,0.544,5,-9.83,1,0.116,0.116,0.0374,0.161,0.354,135.346,127714,0
19,HAPPY GO LUCKY,CRAIG SHARMAT,0.645,0.409,7,-6.66,1,0.036,0.625,0.371,0.103,0.844,180.132,98429,0
20,PANIC,CARAVAN PALACE,0.936,0.823,5,-6.175,0,0.156,0.4,0.63,0.408,0.913,124.963,245360,0
21,ROCK IT FOR ME,CARAVAN PALACE,0.802,0.951,10,-3.933,0,0.189,0.482,0.00305,0.319,0.695,106.019,191493,0
22,BUBBLE DREAM,CHON,0.432,0.664,9,-7.281,0,0.0363,0.00296,0.758,0.117,0.277,196.083,172437,0
23,YOU MAKE ME FEEL SO YOUNG,MICHAEL BUBLÉ,0.508,0.537,9,-4.732,1,0.0441,0.702,0.0,0.362,0.644,129.865,185693,0
24,CLOSE YOUR EYES,MICHAEL BUBLÉ,0.309,0.542,7,-6.023,1,0.031,0.43,0.0,0.0954,0.237,137.39,213107,0
