,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,ALEXANDER HAMILTON,LESLIE ODOM JR.,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,236738,0
1,WAIT FOR IT,LESLIE ODOM JR.,0.543,0.473,6,-9.638,1,0.157,0.124,4.04e-06,0.0922,0.519,86.534,193750,0
2,DEAR THEODOSIA,LESLIE ODOM JR.,0.598,0.221,9,-10.484,1,0.0303,0.907,4.19e-05,0.0723,0.274,106.771,184004,0
3,LONE DIGGER,CARAVAN PALACE,0.769,0.924,5,-5.263,0,0.051,0.596,0.0156,0.114,0.88,123.989,229805,0
4,ERYKAH’S GUN,DJ HARRISON,0.678,0.199,9,-18.326,1,0.087,0.797,0.956,0.112,0.964,90.326,61333,0
5,THE WORLD WAS WIDE ENOUGH,LESLIE ODOM JR.,0.653,0.351,5,-12.776,1,0.648,0.467,0.0,0.107,0.307,116.6,302191,0
6,SEPTEMBER,"EARTH, WIND & FIRE",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,0
7,LUV (SIC),NUJABES,0.906,0.677,1,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,286320,0
8,WONDERLAND,CARAVAN PALACE,0.772,0.796,7,-5.546,1,0.274,0.313,0.00272,0.0754,0.499,104.013,190554,0
9,AFTERMATH,CARAVAN PALACE,0.613,0.631,3,-7.731,1,0.0411,0.232,0.00362,0.284,0.388,140.002,185870,0
10,HOT HANDS,DARIUS,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,253091,0
11,COMICS,CARAVAN PALACE,0.552,0.835,1,-5.698,1,0.0796,0.000869,0.0285,0.417,0.564,89.999,212597,0
12,FOR THE LOVE (BIG WILD REMIX),GRIZ,0.741,0.721,10,-6.369,0,0.0903,0.097,0.00618,0.26,0.548,101.022,173465,0
13,NEVER CATCH ME,FLYING LOTUS,0.526,0.936,8,-4.576,1,0.262,0.316,0.000417,0.261,0.283,81.305,234487,0
14,CREEP,SCOTT BRADLEE'S POSTMODERN JUKEBOX,0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,283259,0
15,ALONE AGAIN (NATURALLY),DIANA KRALL,0.608,0.208,5,-11.824,1,0.0316,0.951,0.0,0.131,0.239,70.9,230680,0
