,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,HIT THE ROAD JACK,RAY CHARLES,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,0
1,LUDLOW,JAMES JACKSON JAZZ TRIO,0.434,0.126,0,-16.053,1,0.0363,0.967,0.755,0.11,0.226,53.58,183947,0
2,YOU SEND ME,SAM COOKE,0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,163480,0
3,SWEET LOVE,ANITA BAKER,0.505,0.669,10,-7.255,0,0.0231,0.428,0.0,0.0609,0.689,87.541,262267,0
4,HIT THE ROAD JACK,RAY CHARLES,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,0
5,LOVE TO BE HAPPY,MAGPIE JAZZ TRIO,0.466,0.0718,6,-19.581,1,0.0336,0.922,0.916,0.11,0.214,105.252,195276,0
6,GEORGIA ON MY MIND,RAY CHARLES,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,219560,0
7,GRIZTRONICS II (ANOTHER LEVEL),GRIZ,0.579,0.978,0,0.352,1,0.211,0.0205,0.00829,0.326,0.58,145.054,165517,0
8,THE APRIL SKIES,LASALLE STREET TRIO,0.503,0.149,7,-18.103,0,0.0409,0.985,0.889,0.0818,0.173,115.739,213836,0
9,COLOR OF YOUR SOUL,GRIZ,0.486,0.964,9,-3.615,1,0.0548,0.00147,0.0628,0.101,0.177,139.958,202286,0
10,WATER,MICHIEL BORSTLAP,0.316,0.0617,5,-28.556,0,0.0496,0.995,0.93,0.116,0.19,70.132,152069,0
11,IKIGAI,ROBOHANDS,0.671,0.452,7,-13.279,1,0.0303,0.414,0.458,0.133,0.394,91.962,136013,0
12,FOREVER PROMISES,MAGPIE JAZZ TRIO,0.378,0.17,4,-19.314,0,0.0357,0.958,0.918,0.118,0.135,138.095,193237,0
13,GIVING YOU THE BEST THAT I GOT (SINGLE VERSION),ANITA BAKER,0.637,0.542,9,-8.173,1,0.0357,0.765,0.0,0.302,0.38,105.324,233973,0
14,L-O-V-E - 2000 REMASTER,NAT KING COLE,0.451,0.187,11,-14.762,0,0.0928,0.694,0.0,0.0792,0.728,157.47,153467,0
