,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,ERYKAH’S GUN,DJ HARRISON,0.678,0.199,9,-18.326,1,0.087,0.797,0.956,0.112,0.964,90.326,61333,0
1,ONE DAY THEY'LL KNOW (ODESZA REMIX),PRETTY LIGHTS,0.465,0.714,11,-6.611,0,0.0317,0.00591,0.624,0.16,0.294,140.026,260571,0
2,SEPTEMBER,"EARTH, WIND & FIRE",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,0
3,HOT HANDS,DARIUS,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,253091,0
4,NEVER CATCH ME,FLYING LOTUS,0.526,0.936,8,-4.576,1,0.262,0.316,0.000417,0.261,0.283,81.305,234487,0
5,CIRRUS,BONOBO,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,352247,0
6,SOMETHING STUPID,MICHAEL BUBLÉ,0.573,0.719,5,-5.502,1,0.026,0.572,0.000555,0.332,0.548,99.349,177627,0
7,ALONE AGAIN (NATURALLY),DIANA KRALL,0.608,0.208,5,-11.824,1,0.0316,0.951,0.0,0.131,0.239,70.9,230680,0
8,BLOCK PARTY 4 YALL,DJ HARRISON,0.887,0.221,5,-15.399,0,0.335,0.449,0.825,0.108,0.924,108.531,66320,0
9,MAMBO ITALIANO,DEAN MARTIN,0.678,0.409,1,-9.654,0,0.208,0.809,0.0,0.103,0.695,152.865,139680,0
10,CARNAVAL ‘74,DJ HARRISON,0.622,0.408,7,-13.946,1,0.0652,0.108,0.844,0.148,0.63,102.032,110000,0
11,BECAUSE OF YOU,GERALD ALBRIGHT,0.585,0.657,10,-7.785,1,0.0574,0.58,0.0151,0.127,0.466,84.529,316107,0
12,LOST AND FOUND,CINDY BRADLEY,0.709,0.561,1,-11.757,1,0.0355,0.334,0.919,0.335,0.655,90.98,262667,0
13,EVERYBODY LOVES SOMEBODY,DEAN MARTIN,0.26,0.49,3,-9.121,0,0.0415,0.806,0.0,0.336,0.399,80.599,161640,0
14,PHYSICAL EDUCATION,ANIMALS AS LEADERS,0.558,0.945,1,-5.665,0,0.0577,0.000171,0.829,0.0543,0.529,114.984,280956,0
15,FEELS LIKE HOME,DIANA KRALL,0.549,0.139,8,-12.539,1,0.0288,0.946,2.93e-06,0.145,0.34,92.994,261507,0
16,LIP SERVICE,RICHARD ELLIOT,0.48,0.549,5,-10.016,0,0.0518,0.435,0.753,0.052,0.751,87.276,275773,1
17,TO LOVE SOMEBODY,MICHAEL BUBLÉ,0.525,0.555,6,-6.415,1,0.0273,0.402,0.0,0.143,0.593,90.554,195360,0
18,SQUEEZE ME,CINDY BRADLEY,0.406,0.352,7,-11.006,1,0.0359,0.494,0.0935,0.361,0.171,175.807,414835,0
19,WHEN YOU LOVE SOMEBODY,NICK COLIONNE,0.574,0.712,8,-6.43,0,0.0332,0.338,0.664,0.0791,0.844,79.986,264440,0
20,LET ME KNOW,DJ HARRISON,0.785,0.304,6,-16.154,1,0.103,0.908,0.944,0.117,0.903,124.622,124467,0
21,ESPOIR,DARIUS,0.6,0.617,3,-7.0,0,0.0555,0.0955,0.913,0.108,0.037,106.892,242243,0
22,LA VIE EN ROSE,GYPSY JAZZ CARAVAN,0.589,0.226,5,-15.917,1,0.0579,0.564,0.258,0.0829,0.632,134.08,228493,0
23,BLISS,CINDY BRADLEY,0.617,0.594,2,-9.527,0,0.0345,0.461,0.799,0.122,0.513,91.964,314312,0
24,OMEO,DARIUS,0.792,0.49,1,-10.49,1,0.0485,0.196,0.89,0.0706,0.621,111.985,210000,0
25,WHISPER,MARION MEADOWS,0.651,0.688,0,-7.344,0,0.0286,0.803,0.209,0.327,0.392,90.953,256295,1
