,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,TENNESSEE WHISKEY,CHRIS STAPLETON,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,1
1,NIGHT SHIFT,JON PARDI,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,0
2,HEARTACHE ON THE DANCE FLOOR,JON PARDI,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,0
3,HEAD OVER BOOTS,JON PARDI,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347,1
4,SPIN YOU AROUND,MORGAN WALLEN,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,0
5,DIE A HAPPY MAN,THOMAS RHETT,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,1
6,DIRT ON MY BOOTS,JON PARDI,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,1
7,WHAT IFS,KANE BROWN,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,1
8,SLEEPING ON THE BLACKTOP,COLTER WALL,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,192480,0
9,PARACHUTE,CHRIS STAPLETON,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,1
10,HOMEGROWN,ZAC BROWN BAND,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,205000,1
11,RECORD YEAR,ERIC CHURCH,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,1
12,MAY WE ALL,FLORIDA GEORGIA LINE,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,1
13,BLUE AIN'T YOUR COLOR,KEITH URBAN,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,1
14,FIRE AWAY,CHRIS STAPLETON,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,1
15,HUMBLE AND KIND,TIM MCGRAW,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,1
16,TRAVELLER,CHRIS STAPLETON,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,1
17,H.O.L.Y.,FLORIDA GEORGIA LINE,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,1
18,BUY ME A BOAT,CHRIS JANSON,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,1
19,LOUD AND HEAVY,CODY JINKS,0.452,0.652,0,-6.713,0,0.0282,0.000561,0.0,0.0948,0.64,163.935,230012,0
20,I'M COMIN' OVER,CHRIS YOUNG,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,1
21,SOMEWHERE ON A BEACH,DIERKS BENTLEY,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120,1
22,STONE,WHISKEY MYERS,0.438,0.477,0,-7.649,1,0.031,0.243,7.8e-06,0.183,0.176,137.645,335623,0
23,CHURCH BELLS,CARRIE UNDERWOOD,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,1
24,CRASH AND BURN,THOMAS RHETT,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,1
25,SNAPBACK,OLD DOMINION,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,206507,1
