,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,HEADING SOUTH,ZACH BRYAN,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,0
1,YOU SHOULD PROBABLY LEAVE,CHRIS STAPLETON,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,1
2,FOREVER AFTER ALL,LUKE COMBS,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,1
3,BEER NEVER BROKE MY HEART,LUKE COMBS,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,1
4,ALL YOUR'N,TYLER CHILDERS,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,1
5,ONE MAN BAND,OLD DOMINION,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,1
6,ONE OF THEM GIRLS,LEE BRICE,0.643,0.79,4,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,188893,1
7,THIS DAMN SONG,PECOS & THE ROOFTOPS,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187,280000,0
8,CONDEMNED,ZACH BRYAN,0.616,0.15,5,-13.517,1,0.119,0.831,0.0,0.203,0.345,126.462,174673,0
9,STARTING OVER,CHRIS STAPLETON,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,1
10,BETTER TOGETHER,LUKE COMBS,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,1
11,GIVE HEAVEN SOME HELL,HARDY,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,1
12,THINKING 'BOUT YOU,DUSTIN LYNCH,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,170560,1
13,LET YOU DOWN,ZACH BRYAN,0.515,0.457,2,-4.786,1,0.0277,0.39,0.0,0.255,0.625,83.627,209089,0
14,BODY LIKE A BACK ROAD,SAM HUNT,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,0
15,REVIVAL,ZACH BRYAN,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,0
16,THE BONES,MAREN MORRIS,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,1
17,SIMPLE,FLORIDA GEORGIA LINE,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,0
18,HEARTACHE MEDICATION,JON PARDI,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,1
19,I HOPE,GABBY BARRETT,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,1
20,SNOW,ZACH BRYAN,0.557,0.0736,1,-15.741,1,0.0568,0.806,0.0,0.099,0.196,155.294,178573,0
21,LOOK WHAT GOD GAVE HER,THOMAS RHETT,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,1
22,THE GOOD ONES,GABBY BARRETT,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,1
23,ONE BEER,HARDY,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,1
24,"1, 2 MANY",LUKE COMBS,0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,180907,1
25,JOY OF MY LIFE,CHRIS STAPLETON,0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,274520,1
26,I HOPE YOU’RE HAPPY NOW,CARLY PEARCE,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,0
