,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,WASTED ON YOU,MORGAN WALLEN,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520,1
1,MORE THAN MY HOMETOWN,MORGAN WALLEN,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,216573,1
2,BUY DIRT,JORDAN DAVIS,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,167480,1
3,YOU SHOULD PROBABLY LEAVE,CHRIS STAPLETON,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,1
4,SAND IN MY BOOTS,MORGAN WALLEN,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877,202133,1
5,FOREVER AFTER ALL,LUKE COMBS,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,1
6,COVER ME UP,MORGAN WALLEN,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,1
7,7 SUMMERS,MORGAN WALLEN,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507,1
8,THIS BAR,MORGAN WALLEN,0.553,0.884,2,-5.306,1,0.0771,0.0921,0.00033,0.0463,0.248,110.074,185280,1
9,HUMAN,CODY JOHNSON,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,221520,1
10,SON OF A SINNER,JELLY ROLL,0.365,0.541,7,-7.489,1,0.0304,0.0419,2.25e-06,0.281,0.329,86.041,232093,0
11,'TIL YOU CAN'T,CODY JOHNSON,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,224213,1
12,IT MATTERS TO HER,SCOTTY MCCREERY,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,0
13,ONE OF THEM GIRLS,LEE BRICE,0.643,0.79,4,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,188893,1
14,STARTING OVER,CHRIS STAPLETON,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,1
15,WHAT HE DIDN'T DO,CARLY PEARCE,0.628,0.632,9,-5.932,1,0.0325,0.257,0.0,0.288,0.559,137.854,191227,1
16,GIVE HEAVEN SOME HELL,HARDY,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,1
17,THINGS A MAN OUGHTA KNOW,LAINEY WILSON,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,203373,1
18,SOMEBODY’S PROBLEM,MORGAN WALLEN,0.658,0.538,5,-7.676,1,0.0289,0.657,0.0,0.123,0.62,136.967,161773,0
19,865,MORGAN WALLEN,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,190680,1
20,THINKING 'BOUT YOU,DUSTIN LYNCH,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,170560,1
21,LET YOU DOWN,ZACH BRYAN,0.515,0.457,2,-4.786,1,0.0277,0.39,0.0,0.255,0.625,83.627,209089,0
22,BODY LIKE A BACK ROAD,SAM HUNT,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,0
23,DANGEROUS,MORGAN WALLEN,0.635,0.772,7,-4.825,1,0.0279,0.216,0.0,0.285,0.948,119.017,147893,1
24,REVIVAL,ZACH BRYAN,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,0
25,I HOPE,GABBY BARRETT,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,1
26,WARNING,MORGAN WALLEN,0.633,0.664,10,-5.037,1,0.0294,0.46,0.0,0.108,0.268,115.058,156747,1
27,23,CHAYCE BECKHAM,0.626,0.583,0,-7.346,0,0.0318,0.276,0.0,0.141,0.428,87.977,228145,1
28,THE GOOD ONES,GABBY BARRETT,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,1
29,TAKE MY NAME,PARMALEE,0.559,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,157907,1
30,ONE BEER,HARDY,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,1
31,IF I DIDN'T LOVE YOU,JASON ALDEAN,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,212030,1
32,JOY OF MY LIFE,CHRIS STAPLETON,0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,274520,1
33,I HOPE YOU’RE HAPPY NOW,CARLY PEARCE,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,0
34,COLD AS YOU,LUKE COMBS,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,186107,1
35,SOUL,LEE BRICE,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,0
36,SETTLE ME DOWN,JOSH ABBOTT BAND,0.302,0.522,4,-6.737,1,0.0356,0.724,9.46e-06,0.107,0.49,73.369,177083,0
37,FLOWER SHOPS,ERNEST,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,0
38,DIE FROM A BROKEN HEART,MADDIE & TAE,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,0
39,NOVEMBER AIR,ZACH BRYAN,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,243709,0
40,ONE OF THEM GIRLS,LEE BRICE,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,188893,1
41,SOMEBODY LIKE THAT,TENILLE ARTS,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,198209,1
42,BE LIKE THAT - FEAT. SWAE LEE & KHALID,KANE BROWN,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,0
43,BEERS ON ME,DIERKS BENTLEY,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,174681,1
44,COUNTY LINE,CHASE MATTHEW,0.536,0.772,3,-6.027,0,0.0339,0.206,0.0,0.163,0.423,134.019,208209,1
45,MEMORY I DON'T MESS WITH,LEE BRICE,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,180617,1
46,23,SAM HUNT,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,179720,1
47,YOU'RE A FUCKING BITCH HOPE YOU KNOW THAT SHIT,ATLUS,0.79,0.66,1,-5.677,0,0.248,0.399,0.0,0.104,0.652,143.904,163156,0
48,YOU DIDN’T,BRETT YOUNG,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,0
49,SAVE ME,JELLY ROLL,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,240723,0
50,HALF OF MY HOMETOWN,KELSEA BALLERINI,0.57,0.618,10,-4.966,1,0.0445,0.153,0.0,0.159,0.286,138.034,231832,1
51,HELL OF A VIEW,ERIC CHURCH,0.689,0.592,5,-6.758,1,0.0235,0.101,0.00867,0.11,0.919,98.997,175027,1
52,DIRTY LOOKS,LAINEY WILSON,0.562,0.64,2,-5.047,1,0.0254,0.242,0.0,0.111,0.654,139.931,194667,0
53,BANDAID ON A BULLET HOLE,MORGAN WALLEN,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,234333,1
54,TRAVELING MAN,ZACH BRYAN,0.387,0.404,7,-6.381,1,0.0319,0.462,0.0,0.0799,0.285,168.289,197211,0
55,WHAT’S YOUR COUNTRY SONG,THOMAS RHETT,0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079,171333,0
56,CROOKED TEETH,ZACH BRYAN,0.77,0.403,0,-6.039,0,0.0445,0.548,0.0,0.106,0.658,99.428,197227,0
57,PRETTY HEART,PARKER MCCOLLUM,0.568,0.707,7,-4.445,1,0.03,0.00569,0.0,0.103,0.369,131.944,245307,1
58,MEMORY,KANE BROWN,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,153338,0
59,STILL GOIN DOWN,MORGAN WALLEN,0.58,0.752,7,-5.078,1,0.0267,0.49,0.0,0.277,0.72,148.108,186293,1
60,DRUNK DRIVING,KOE WETZEL,0.326,0.621,0,-5.621,1,0.0347,0.0803,0.0,0.127,0.368,119.977,238211,0
61,THAT'S WHAT TEQUILA DOES,JASON ALDEAN,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,0
62,LOOM,ZACH BRYAN,0.614,0.218,3,-15.13,1,0.0652,0.85,0.00022,0.337,0.521,114.349,163531,0
63,JUST THE WAY,PARMALEE,0.544,0.829,9,-2.84,1,0.0404,0.107,0.0,0.317,0.815,90.048,193880,0
64,GOOD DIE YOUNG,KOE WETZEL,0.604,0.72,11,-5.628,1,0.0413,0.0396,0.0,0.0583,0.513,118.041,165699,0
65,ONLY THING THAT’S GONE,MORGAN WALLEN,0.5,0.803,2,-4.591,1,0.032,0.11,2.12e-05,0.296,0.451,150.058,196707,0
66,ME ON WHISKEY,MORGAN WALLEN,0.57,0.657,11,-4.571,1,0.0262,0.431,0.0,0.0777,0.721,142.031,210373,1
67,BOTTLE AND MARY JANE,JELLY ROLL,0.551,0.626,11,-7.666,0,0.189,0.651,0.0,0.165,0.426,180.015,172421,0
68,NEVER COMIN' HOME,BAILEY ZIMMERMAN,0.556,0.59,10,-6.846,1,0.029,0.25,0.0,0.109,0.573,143.972,194271,0
69,DICKED DOWN IN DALLAS,TREY LEWIS,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,201350,1
70,NO HARD FEELINGS,OLD DOMINION,0.636,0.866,4,-5.796,1,0.0553,0.243,5.42e-06,0.371,0.963,85.004,191360,0
71,WHISKEY AND RAIN,MICHAEL RAY,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,206507,1
72,SILVERADO FOR SALE,MORGAN WALLEN,0.591,0.778,0,-5.927,1,0.0292,0.165,0.0,0.115,0.386,137.956,224920,1
