,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,TENNESSEE WHISKEY,CHRIS STAPLETON,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,1
1,SPIN YOU AROUND,MORGAN WALLEN,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,0
2,DIE A HAPPY MAN,THOMAS RHETT,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,1
3,AMERICAN KIDS,KENNY CHESNEY,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960,1
4,HOUSE PARTY,SAM HUNT,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,190240,1
5,SLEEPING ON THE BLACKTOP,COLTER WALL,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,192480,0
6,PARACHUTE,CHRIS STAPLETON,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,1
7,HOMEGROWN,ZAC BROWN BAND,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,205000,1
8,DRUNK ON A PLANE,DIERKS BENTLEY,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467,1
9,CHILLIN' IT,COLE SWINDELL,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,196747,1
10,ME AND MY KIND,CODY JOHNSON,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014,156200,0
11,RECORD YEAR,ERIC CHURCH,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,0
12,FIRE AWAY,CHRIS STAPLETON,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,1
13,HUMBLE AND KIND,TIM MCGRAW,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,0
14,TRAVELLER,CHRIS STAPLETON,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,1
15,BUY ME A BOAT,CHRIS JANSON,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,1
16,LOUD AND HEAVY,CODY JINKS,0.452,0.652,0,-6.713,0,0.0282,0.000561,0.0,0.0948,0.64,163.935,230012,0
17,BREAK UP IN A SMALL TOWN,SAM HUNT,0.579,0.776,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.044,229880,1
18,GIRL CRUSH,LITTLE BIG TOWN,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,193320,1
19,I'M COMIN' OVER,CHRIS YOUNG,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,1
20,SOMETHIN' BAD,MIRANDA LAMBERT,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587,0
21,BOTTOMS UP,BRANTLEY GILBERT,0.474,0.857,7,-5.734,1,0.0435,0.113,0.0,0.134,0.545,170.006,220200,1
22,CHURCH BELLS,CARRIE UNDERWOOD,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,1
23,I DON'T DANCE,LEE BRICE,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,1
24,DANCE HER HOME,CODY JOHNSON,0.674,0.892,0,-3.771,1,0.0293,0.205,0.0,0.694,0.889,114.048,174680,0
25,CRASH AND BURN,THOMAS RHETT,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,1
26,SNAPBACK,OLD DOMINION,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,206507,1
27,BURNIN' IT DOWN,JASON ALDEAN,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,1
