,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,WHISKEY GLASSES,MORGAN WALLEN,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,1
1,CHASIN' YOU,MORGAN WALLEN,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,1
2,HEADING SOUTH,ZACH BRYAN,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,0
3,BEAUTIFUL CRAZY,LUKE COMBS,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,1
4,SHE GOT THE BEST OF ME,LUKE COMBS,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,1
5,BEER NEVER BROKE MY HEART,LUKE COMBS,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,1
6,ALL YOUR'N,TYLER CHILDERS,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,1
7,THE WAY I TALK,MORGAN WALLEN,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,0
8,ONE MAN BAND,OLD DOMINION,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,1
9,IF I KNOW ME,MORGAN WALLEN,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,157693,0
10,YOU MAKE IT EASY,JASON ALDEAN,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,1
11,SHAKE THE FROST (LIVE),TYLER CHILDERS,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,175120,0
12,THIS DAMN SONG,PECOS & THE ROOFTOPS,0.646,0.472,0,-6.743,1,0.0323,0.193,0.0,0.269,0.166,120.187,280000,0
13,CONDEMNED,ZACH BRYAN,0.616,0.15,5,-13.517,1,0.119,0.831,0.0,0.203,0.345,126.462,174673,0
14,BETTER TOGETHER,LUKE COMBS,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,1
15,TEQUILA,DAN + SHAY,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,1
16,THE BONES,MAREN MORRIS,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,1
17,SIMPLE,FLORIDA GEORGIA LINE,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,1
18,HEARTACHE MEDICATION,JON PARDI,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,1
19,SLOW DANCE IN A PARKING LOT,JORDAN DAVIS,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,1
20,SNOW,ZACH BRYAN,0.557,0.0736,1,-15.741,1,0.0568,0.806,0.0,0.099,0.196,155.294,178573,0
21,LOOK WHAT GOD GAVE HER,THOMAS RHETT,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,1
22,TAKE IT FROM ME,JORDAN DAVIS,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,1
23,SPEECHLESS,DAN + SHAY,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,1
24,SINGLES YOU UP,JORDAN DAVIS,0.491,0.907,7,-3.594,1,0.0481,0.0491,0.0,0.242,0.631,199.943,182667,1
25,"1, 2 MANY",LUKE COMBS,0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,180907,1
26,TALKIN' TENNESSEE,MORGAN WALLEN,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,0
27,FIVE MORE MINUTES,SCOTTY MCCREERY,0.494,0.634,7,-4.933,1,0.0282,0.259,1.15e-06,0.109,0.28,156.03,241147,1
28,BLUEBIRD,MIRANDA LAMBERT,0.661,0.633,7,-5.986,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984,209760,1
29,DIVE - RECORDED AT SOUND STAGE NASHVILLE,LUKE COMBS,0.742,0.363,1,-8.188,1,0.0282,0.671,1.43e-06,0.145,0.351,130.921,260863,0
30,GOD'S COUNTRY,BLAKE SHELTON,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,1
31,I WISH GRANDPAS NEVER DIED,RILEY GREEN,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,250413,1
32,GOD SPEED,ZACH BRYAN,0.583,0.0819,0,-15.249,1,0.04,0.869,0.0,0.103,0.167,79.385,253360,0
33,LOVIN' ON YOU,LUKE COMBS,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,194867,1
34,CHARLESTON GIRL (LIVE),TYLER CHILDERS,0.374,0.585,8,-9.436,1,0.054,0.748,0.0,0.821,0.654,176.859,179720,0
35,"10,000 HOURS",DAN + SHAY,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,1
36,LETTING SOMEONE GO,ZACH BRYAN,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607,239761,0
37,GOT WHAT I GOT,JASON ALDEAN,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,1
38,EVEN THOUGH I'M LEAVING,LUKE COMBS,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,225253,1
39,THERE WAS THIS GIRL,RILEY GREEN,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,194427,1
40,GET ALONG,KENNY CHESNEY,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,199625,1
41,BEER CAN’T FIX,THOMAS RHETT,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,209733,0
42,"HOUSTON, WE GOT A PROBLEM",LUKE COMBS,0.521,0.762,9,-5.059,1,0.0362,0.0961,6.15e-06,0.395,0.486,143.866,191987,1
43,GREATEST LOVE STORY,LANCO,0.669,0.617,10,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,222573,1
44,MUST'VE NEVER MET YOU,LUKE COMBS,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218,198880,1
45,UP DOWN,MORGAN WALLEN,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,1
46,MUST BE THE WHISKEY,CODY JINKS,0.546,0.786,3,-5.06,0,0.0401,0.0915,8.67e-05,0.168,0.679,126.003,205333,0
47,DOES TO ME,LUKE COMBS,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,223320,1
48,HE WENT TO JARED (HARDY FEAT. MORGAN WALLEN),HIXTAPE,0.565,0.806,9,-5.11,0,0.0482,0.054,7.73e-06,0.204,0.683,140.084,213693,0
49,"TURN YOU DOWN (HARDY FEAT. MORGAN WALLEN, ZAKK WYLDE)",HIXTAPE,0.615,0.874,11,-3.375,1,0.104,0.0131,0.0,0.33,0.604,107.97,154960,0
50,"BIG, BIG PLANS",CHRIS LANE,0.574,0.58,7,-6.091,1,0.0278,0.076,0.0,0.12,0.4,149.974,187307,1
51,BRAND NEW MAN - WITH LUKE COMBS,BROOKS & DUNN,0.573,0.846,7,-4.866,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,191053,0
52,STARLIGHT,JON PARDI,0.644,0.657,0,-5.506,1,0.0253,0.0481,0.0,0.332,0.53,99.966,201540,0
53,MADE FOR YOU,JAKE OWEN,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,1
54,BUTTERFLIES,KACEY MUSGRAVES,0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,219053,1
55,AIN'T ALWAYS THE COWBOY,JON PARDI,0.539,0.837,9,-3.458,1,0.0385,0.0094,0.0,0.262,0.551,151.913,220881,0
56,GOD'S COUNTRY,BLAKE SHELTON,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,1
57,REDNECKER,HARDY,0.537,0.751,7,-5.472,1,0.0344,0.0506,9.63e-05,0.1,0.51,143.962,201832,1
