,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
0,WHEN IT RAINS IT POURS,LUKE COMBS,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,1
1,FEATHERED INDIANS,TYLER CHILDERS,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,0
2,HURRICANE,LUKE COMBS,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,1
3,LADY MAY,TYLER CHILDERS,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,183533,0
4,NIGHT SHIFT,JON PARDI,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,0
5,HEARTACHE ON THE DANCE FLOOR,JON PARDI,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,1
6,HEAD OVER BOOTS,JON PARDI,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347,1
7,BROKEN HALOS,CHRIS STAPLETON,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,1
8,DIRT ON MY BOOTS,JON PARDI,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,1
9,IN CASE YOU DIDN'T KNOW,BRETT YOUNG,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,1
10,RUMOR,LEE BRICE,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,0
11,HEAVEN,KANE BROWN,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,179507,1
12,FOLLOW YOU TO VIRGIE (OURVINYL SESSIONS),TYLER CHILDERS,0.566,0.325,10,-8.819,1,0.0439,0.732,0.0,0.317,0.511,78.822,202000,0
13,NOSE ON THE GRINDSTONE (OURVINYL SESSIONS),TYLER CHILDERS,0.488,0.284,10,-11.039,1,0.0551,0.735,0.0,0.319,0.398,149.952,204000,0
14,WHAT IFS,KANE BROWN,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,1
15,ONE NUMBER AWAY,LUKE COMBS,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,1
16,MILLIONAIRE,CHRIS STAPLETON,0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,1
17,BODY LIKE A BACK ROAD,SAM HUNT,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,1
18,DRINKIN' PROBLEM,MIDLAND,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800,1
19,MAY WE ALL,FLORIDA GEORGIA LINE,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,1
20,BLUE AIN'T YOUR COLOR,KEITH URBAN,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,1
21,WHITEHOUSE ROAD,TYLER CHILDERS,0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467,280787,0
22,SMALL TOWN BOY,DUSTIN LYNCH,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,1
23,TATTOOS,TYLER CHILDERS,0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,203360,0
24,UNFORGETTABLE,THOMAS RHETT,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,1
25,MARRY ME,THOMAS RHETT,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,205453,1
26,H.O.L.Y.,FLORIDA GEORGIA LINE,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,1
27,HOTEL KEY,OLD DOMINION,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,0
28,SOMETHING TO TALK ABOUT,KOE WETZEL,0.612,0.934,9,-5.124,0,0.0663,0.049,0.0,0.103,0.293,130.006,204352,0
29,MY CHURCH,MAREN MORRIS,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,1
30,EYES ON YOU,CHASE RICE,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,0
31,HELL OF A YEAR,PARKER MCCOLLUM,0.655,0.482,0,-8.453,0,0.0305,0.411,1.46e-06,0.114,0.191,98.013,232653,0
32,MY GIRL,DYLAN SCOTT,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,1
33,I WAS WRONG,CHRIS STAPLETON,0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,191480,1
34,SOMEWHERE ON A BEACH,DIERKS BENTLEY,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120,1
35,STONE,WHISKEY MYERS,0.438,0.477,0,-7.649,1,0.031,0.243,7.8e-06,0.183,0.176,137.645,335623,0
36,SCARECROW IN THE GARDEN,CHRIS STAPLETON,0.633,0.529,1,-10.975,0,0.0288,0.14,0.000519,0.132,0.642,121.541,200213,1
37,WHY,READ SOUTHALL BAND,0.674,0.535,0,-8.025,1,0.0367,0.541,0.0,0.0838,0.127,124.951,197998,0
38,WRITTEN IN THE SAND,OLD DOMINION,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,1
39,EVERY LITTLE THING,RUSSELL DICKERSON,0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87,190640,0
40,UNIVERSAL SOUND,TYLER CHILDERS,0.672,0.437,5,-9.656,1,0.0368,0.85,0.261,0.107,0.636,101.588,221600,0
41,LIKE I LOVED YOU,BRETT YOUNG,0.582,0.568,1,-6.051,1,0.0297,0.196,0.0,0.0841,0.64,76.025,207187,1
42,BLUE TACOMA,RUSSELL DICKERSON,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,0
43,MERCY,BRETT YOUNG,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,1
44,BURN OUT,MIDLAND,0.671,0.724,7,-5.61,1,0.0244,0.292,0.0,0.231,0.801,99.976,188613,0
45,WILD AS YOU,CODY JOHNSON,0.461,0.65,11,-5.372,1,0.0293,0.187,0.0,0.111,0.488,149.873,186067,0
46,YOURS,RUSSELL DICKERSON,0.554,0.722,11,-6.005,1,0.034,0.119,0.0,0.0861,0.558,134.058,216960,1
47,E,MATT MASON,0.657,0.736,9,-7.73,0,0.0768,0.0817,0.0,0.302,0.379,113.96,228827,0
48,FRAULEIN,COLTER WALL,0.486,0.112,7,-14.27,1,0.033,0.94,9.36e-05,0.123,0.545,140.125,143001,0
49,ALL THE PRETTY GIRLS,KENNY CHESNEY,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,212893,1
50,YOU SHOULD BE HERE,COLE SWINDELL,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,1
51,STAY A LITTLE LONGER,BROTHERS OSBORNE,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989,335480,1
52,SIXTEEN,THOMAS RHETT,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,1
53,I COULD USE A LOVE SONG,MAREN MORRIS,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.097,196422,1
54,"FEBRUARY 28, 2016",KOE WETZEL,0.507,0.564,7,-6.652,1,0.0291,0.0758,0.0,0.413,0.328,82.493,233685,0
55,WITH YOU I AM,CODY JOHNSON,0.558,0.66,7,-6.223,1,0.0273,0.416,0.0,0.139,0.388,75.009,220893,1
56,FROM THE GROUND UP,DAN + SHAY,0.281,0.58,9,-5.967,1,0.0323,0.333,0.0,0.122,0.282,151.568,253933,1
57,FLATLINER,COLE SWINDELL,0.555,0.896,0,-3.295,1,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,1
58,"SUNRISE, SUNBURN, SUNSET",LUKE BRYAN,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,0
59,I CAN'T BREATHE,PARKER MCCOLLUM,0.55,0.427,0,-6.658,1,0.0323,0.0773,0.0,0.118,0.323,114.032,257773,0
60,BETTER MAN,LITTLE BIG TOWN,0.514,0.836,5,-3.663,1,0.0381,0.112,0.0,0.0878,0.501,143.888,263120,1
61,LOVE,KOE WETZEL,0.626,0.475,7,-7.534,1,0.0267,0.413,0.0,0.22,0.201,124.133,223062,0
62,WHITEHOUSE ROAD (OURVINYL SESSIONS),TYLER CHILDERS,0.541,0.41,0,-8.661,1,0.0368,0.485,0.0,0.0882,0.378,82.202,268000,0
63,A LIFE WHERE WE WORK OUT,FLATLAND CAVALRY,0.596,0.501,3,-7.456,1,0.0263,0.14,0.000424,0.111,0.402,152.04,190267,0
64,A SIMPLE SONG,CHRIS STAPLETON,0.611,0.198,5,-16.525,1,0.0285,0.87,0.000432,0.109,0.412,77.301,216013,0
65,MOTORCYCLE,COLTER WALL,0.666,0.412,7,-14.082,1,0.0332,0.639,0.486,0.104,0.67,84.805,137704,0
66,IT AIN'T MY FAULT,BROTHERS OSBORNE,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,216800,1
67,HOMETOWN GIRL,JOSH TURNER,0.502,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.902,215080,1
68,LIGHT IT UP,LUKE BRYAN,0.608,0.928,6,-2.724,0,0.0883,0.133,0.0,0.103,0.738,130.012,177306,1
69,NO SUCH THING AS A BROKEN HEART,OLD DOMINION,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,176893,1
70,BOY,LEE BRICE,0.498,0.408,6,-7.946,1,0.0331,0.644,0.0,0.0993,0.383,78.942,198973,1
71,ROAD LESS TRAVELED,LAUREN ALAINA,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,1
72,HOOKED,DYLAN SCOTT,0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293,1
73,MOST PEOPLE ARE GOOD,LUKE BRYAN,0.586,0.732,8,-6.171,1,0.0279,0.176,0.0,0.148,0.582,150.109,221801,1
